507929707,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
507929709,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
507929711,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Condylura cristata]
507929713,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
507929715,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
351708284,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"Neuroepithelial cell-transforming gene 1 protein, partial [Heterocephalus glaber]"
410043542,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
306922658,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"neuroepithelial cell transforming gene 1, 3 prime, partial [Microtus ochrogaster]"
306922666,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,neuroepithelial cell transforming gene 1 [Microtus ochrogaster]
431899860,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,Rho guanine nucleotide exchange factor 3 [Pteropus alecto]
301769945,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein [Ailuropoda melanoleuca]
512894197,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
507557431,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein [Jaculus jaculus]
483517794,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"Rho guanine nucleotide exchange factor 3, partial [Anas platyrhynchos]"
281347505,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"hypothetical protein PANDA_009125, partial [Ailuropoda melanoleuca]"
472385024,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X1 [Odobenus rosmarus divergens]
472385026,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Odobenus rosmarus divergens]
326927896,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
77735545,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,neuroepithelial cell-transforming gene 1 protein [Bos taurus]
119585729,2,cd00160/RhoGEF--^cd10572/PH_RhoGEF3_XPLN--,"Rho guanine nucleotide exchange factor (GEF) 3, isoform CRA_a, partial [Homo sapiens]"
402859782,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X7 [Papio anubis]
402859784,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Papio anubis]
402859786,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X1 [Papio anubis]
402859788,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X3 [Papio anubis]
402859790,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X6 [Papio anubis]
528516907,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
472374275,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Odobenus rosmarus divergens]
449480536,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: LOW QUALITY PROTEIN: neuroepithelial cell-transforming gene 1 protein [Taeniopygia guttata]
530646898,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Chrysemys picta bellii]
527255187,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Melopsittacus undulatus]
530646902,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X3 [Chrysemys picta bellii]
530646904,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Chrysemys picta bellii]
530646906,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X5 [Chrysemys picta bellii]
530646910,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X7 [Chrysemys picta bellii]
281347992,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"hypothetical protein PANDA_001374, partial [Ailuropoda melanoleuca]"
525010939,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Ficedula albicollis]
130492387,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,rho guanine nucleotide exchange factor 3 [Danio rerio]
511977446,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
525010941,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X3 [Ficedula albicollis]
528476144,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
528476146,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
471389868,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Trichechus manatus latirostris]
62089290,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"neuroepithelial cell transforming gene 1 protein variant, partial [Homo sapiens]"
62088902,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"Rho guanine nucleotide exchange factor 3 variant, partial [Homo sapiens]"
499034321,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein-like [Maylandia zebra]
71895419,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,rho guanine nucleotide exchange factor 3 [Gallus gallus]
533145990,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
533145992,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
533145996,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
533145998,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
533146000,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
109038032,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
478491048,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
528517628,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"PREDICTED: rho guanine nucleotide exchange factor (GEF) 3, like isoform X1 [Danio rerio]"
221039706,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,unnamed protein product [Homo sapiens]
194677308,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Bos taurus]
350276164,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,neuroepithelial cell-transforming gene 1 protein [Xenopus tropicalis]
350276167,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,neuroepithelial cell-transforming gene 1 protein [Xenopus laevis]
504138320,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X1 [Ochotona princeps]
504138322,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Ochotona princeps]
126306905,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
84781678,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,neuroepithelial cell-transforming gene 1 protein [Rattus norvegicus]
432089743,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,Neuroepithelial cell-transforming protein 1 protein [Myotis davidii]
483519160,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"Neuroepithelial cell-transforming gene 1 protein, partial [Anas platyrhynchos]"
296225473,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X1 [Callithrix jacchus]
296225475,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Callithrix jacchus]
440912583,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"Rho guanine nucleotide exchange factor 3, partial [Bos mutus]"
348588775,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X5 [Cavia porcellus]
348588777,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Cavia porcellus]
528516905,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X1 [Danio rerio]
395538900,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
507644726,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Echinops telfairi]
533138237,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X1 [Chinchilla lanigera]
533138239,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Chinchilla lanigera]
27503426,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,Net1-prov protein [Xenopus laevis]
524982074,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X1 [Ficedula albicollis]
426249365,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X5 [Ovis aries]
432860056,2,cd00160/RhoGEF--^cd10572/PH_RhoGEF3_XPLN--,NA
410930095,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein [Takifugu rubripes]
426240962,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Ovis aries]
426363886,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform 1 [Gorilla gorilla gorilla]
426363888,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform 2 [Gorilla gorilla gorilla]
194227204,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein [Equus caballus]
301755436,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Ailuropoda melanoleuca]
301755438,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
317418615,2,cd00160/RhoGEF--^cd10572/PH_RhoGEF3_XPLN--,Rho guanine nucleotide exchange factor 3 [Dicentrarchus labrax]
126340285,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X3 [Monodelphis domestica]
410963143,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein [Felis catus]
530646908,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X6 [Chrysemys picta bellii]
345787708,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Canis lupus familiaris]
149728578,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X3 [Equus caballus]
507555177,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X1 [Jaculus jaculus]
507555179,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Jaculus jaculus]
504152640,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Ochotona princeps]
432942492,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein [Oryzias latipes]
390475185,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X5 [Callithrix jacchus]
507973073,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X1 [Condylura cristata]
507973076,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Condylura cristata]
512839189,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X1 [Xenopus tropicalis]
512839193,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Xenopus tropicalis]
532062811,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X3 [Ictidomys tridecemlineatus]
449282655,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"Neuroepithelial cell-transforming gene 1 protein, partial [Columba livia]"
9506401,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,rho guanine nucleotide exchange factor 3 isoform 3 [Homo sapiens]
190885495,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,rho guanine nucleotide exchange factor 3 isoform 1 [Homo sapiens]
190885497,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,rho guanine nucleotide exchange factor 3 isoform 2 [Homo sapiens]
327265925,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Anolis carolinensis]
505843425,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Sorex araneus]
505843427,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Sorex araneus]
499016226,2,cd00160/RhoGEF--^cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3-like isoform X2 [Maylandia zebra]
524955522,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Mesocricetus auratus]
524955524,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Mesocricetus auratus]
524939150,2,cd00160/RhoGEF--^cd10572/PH_RhoGEF3_XPLN--,NA
148238239,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,uncharacterized protein LOC432286 [Xenopus laevis]
395816874,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
355782606,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"hypothetical protein EGM_17768, partial [Macaca fascicularis]"
525010937,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X1 [Ficedula albicollis]
26349555,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,unnamed protein product [Mus musculus]
525010943,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Ficedula albicollis]
444518408,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,Rho guanine nucleotide exchange factor 3 [Tupaia chinensis]
348524594,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Oreochromis niloticus]
71897169,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,neuroepithelial cell-transforming gene 1 protein [Gallus gallus]
301755434,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X1 [Ailuropoda melanoleuca]
403296407,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X1 [Saimiri boliviensis boliviensis]
403296409,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
432115872,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,Rho guanine nucleotide exchange factor 3 [Myotis davidii]
260804841,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,hypothetical protein BRAFLDRAFT_203577 [Branchiostoma floridae]
562860276,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein [Tupaia chinensis]
514724115,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Anas platyrhynchos]
344277722,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X1 [Loxodonta africana]
529420575,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
147900985,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"Rho guanine nucleotide exchange factor (GEF) 3, gene 1 [Xenopus laevis]"
291393875,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Oryctolagus cuniculus]
478491050,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Ceratotherium simum simum]
478491052,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
478491054,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X3 [Ceratotherium simum simum]
478491056,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
194384340,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,unnamed protein product [Homo sapiens]
13529620,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,Arhgef3 protein [Mus musculus]
511932506,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
507646567,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X1 [Octodon degus]
507646571,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X4 [Octodon degus]
507646575,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Octodon degus]
355562266,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,hypothetical protein EGK_19422 [Macaca mulatta]
73853844,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"Rho guanine nucleotide exchange factor (GEF) 3, gene 1 [Xenopus tropicalis]"
350589648,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Sus scrofa]
26325796,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,unnamed protein product [Mus musculus]
465998701,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X3 [Orcinus orca]
465998705,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
84579203,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,hypothetical protein [Macaca fascicularis]
532009873,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 [Microtus ochrogaster]
488584089,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Dasypus novemcinctus]
291410913,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Oryctolagus cuniculus]
47215590,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,"unnamed protein product, partial [Tetraodon nigroviridis]"
471356430,2,cd00160/RhoGEF--^cd10572/PH_RhoGEF3_XPLN--,NA
465998683,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: rho guanine nucleotide exchange factor 3 isoform X2 [Orcinus orca]
402879558,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
568988841,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,NA
116487380,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,neuroepithelial cell transforming 1 [Xenopus tropicalis]
443733274,2,cd00160/RhoGEF--^cd10572/PH_RhoGEF3_XPLN--,hypothetical protein CAPTEDRAFT_184365 [Capitella teleta]
354465054,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X3 [Cricetulus griseus]
354465056,2,cd00160/RhoGEF--cd10572/PH_RhoGEF3_XPLN--,PREDICTED: neuroepithelial cell-transforming gene 1 protein isoform X2 [Cricetulus griseus]
